"","auc_cat","ppv_cat","npv_cat","sens_cat","spec_cat","mean_ppv_cat","mean_npv_cat","true_negative_cat","false_negative_cat","false_positive_cat","true_positive_cat","mean_sens_cat","mean_spec_cat","mean_npv_cat","med_true_pos","med_false_pos","med_true_negs","med_false_negs","mean_auc_cat"
"110",0.938970588235294,0.727272727272727,0.986666666666667,0.941176470588235,0.925,NA,NA,74,1,6,16,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.987654320987654,0.789473684210526,0.987179487179487,0.9375,0.950617283950617,NA,NA,77,1,4,15,NA,NA,NA,NA,NA,NA,NA,NA
"112",0.926940639269406,0.904761904761905,0.934210526315789,0.791666666666667,0.972602739726027,NA,NA,71,5,2,19,NA,NA,NA,NA,NA,NA,NA,NA
"113",0.931744312026003,0.821428571428571,0.956521739130435,0.884615384615385,0.929577464788732,NA,NA,66,3,5,23,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.925974025974025,0.809523809523809,0.960526315789474,0.85,0.948051948051948,NA,NA,73,3,4,17,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.894736842105264,0.695652173913043,0.959459459459459,0.842105263157895,0.91025641025641,NA,NA,71,3,7,16,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.835443037974683,0.666666666666667,0.947368421052632,0.777777777777778,0.911392405063291,NA,NA,72,4,7,14,NA,NA,NA,NA,NA,NA,NA,NA
"117",0.949248120300752,0.772727272727273,0.946666666666667,0.80952380952381,0.934210526315789,NA,NA,71,4,5,17,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.949696969696969,0.833333333333333,0.972602739726027,0.909090909090909,0.946666666666667,NA,NA,71,2,4,20,NA,NA,NA,NA,NA,NA,NA,NA
"119",0.928082191780821,0.869565217391304,0.945945945945946,0.833333333333333,0.958904109589041,NA,NA,70,4,3,20,NA,NA,NA,NA,NA,NA,NA,NA
"120",0.948529411764706,0.75,0.974025974025974,0.882352941176471,0.9375,NA,NA,75,2,5,15,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.826585695006747,0.636363636363636,0.933333333333333,0.736842105263158,0.897435897435897,NA,NA,70,5,8,14,NA,NA,NA,NA,NA,NA,NA,NA
"122",0.920534458509142,0.666666666666667,0.972602739726027,0.888888888888889,0.89873417721519,NA,NA,71,2,8,16,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.838056680161943,0.7,0.935064935064935,0.736842105263158,0.923076923076923,NA,NA,72,5,6,14,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.873333333333333,0.782608695652174,0.945945945945946,0.818181818181818,0.933333333333333,NA,NA,70,4,5,18,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.904858299595143,0.653846153846154,0.971830985915493,0.894736842105263,0.884615384615385,NA,NA,69,2,9,17,NA,NA,NA,NA,NA,NA,NA,NA
"126",0.945588235294118,0.736842105263158,0.961538461538462,0.823529411764706,0.9375,NA,NA,75,3,5,14,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.935222672064778,0.772727272727273,0.973333333333333,0.894736842105263,0.935897435897436,NA,NA,73,2,5,17,NA,NA,NA,NA,NA,NA,NA,NA
"128",0.971611721611722,0.916666666666667,0.976470588235294,0.846153846153846,0.988095238095238,NA,NA,83,2,1,11,NA,NA,NA,NA,NA,NA,NA,NA
"129",0.906015037593985,0.76,0.972222222222222,0.904761904761905,0.921052631578947,NA,NA,70,2,6,19,NA,NA,NA,NA,NA,NA,NA,NA
"130",0.889724310776943,0.782608695652174,0.959459459459459,0.857142857142857,0.934210526315789,NA,NA,71,3,5,18,NA,NA,NA,NA,NA,NA,NA,NA
"131",0.912280701754387,0.727272727272727,0.96,0.842105263157895,0.923076923076923,NA,NA,72,3,6,16,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.920094007050528,0.703703703703704,0.942857142857143,0.826086956521739,0.891891891891892,NA,NA,66,4,8,19,NA,NA,NA,NA,NA,NA,NA,NA
"133",0.907867494824018,0.821428571428571,0.927536231884058,0.821428571428571,0.927536231884058,NA,NA,64,5,5,23,NA,NA,NA,NA,NA,NA,NA,NA
"134",0.877272727272727,0.714285714285714,0.934210526315789,0.75,0.922077922077922,NA,NA,71,5,6,15,NA,NA,NA,NA,NA,NA,NA,NA
"135",0.980022831050228,0.916666666666667,0.972602739726027,0.916666666666667,0.972602739726027,NA,NA,71,2,2,22,NA,NA,NA,NA,NA,NA,NA,NA
"136",0.879746835443038,0.518518518518519,0.942857142857143,0.777777777777778,0.835443037974684,NA,NA,66,4,13,14,NA,NA,NA,NA,NA,NA,NA,NA
"137",0.934558823529412,0.652173913043478,0.972972972972973,0.882352941176471,0.9,NA,NA,72,2,8,15,NA,NA,NA,NA,NA,NA,NA,NA
"138",0.916883116883117,0.607142857142857,0.956521739130435,0.85,0.857142857142857,NA,NA,66,3,11,17,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.890295358649788,0.722222222222222,0.936708860759494,0.722222222222222,0.936708860759494,NA,NA,74,5,5,13,NA,NA,NA,NA,NA,NA,NA,NA
"140",0.919393939393939,0.76,0.958333333333333,0.863636363636364,0.92,NA,NA,69,3,6,19,NA,NA,NA,NA,NA,NA,NA,NA
"141",0.905251141552511,0.826086956521739,0.932432432432432,0.791666666666667,0.945205479452055,NA,NA,69,5,4,19,NA,NA,NA,NA,NA,NA,NA,NA
"142",0.971797884841363,0.846153846153846,0.985915492957746,0.956521739130435,0.945945945945946,NA,NA,70,1,4,22,NA,NA,NA,NA,NA,NA,NA,NA
"143",0.992264416315049,0.894736842105263,0.987179487179487,0.944444444444444,0.974683544303797,NA,NA,77,1,2,17,NA,NA,NA,NA,NA,NA,NA,NA
"144",0.93358395989975,0.739130434782609,0.945945945945946,0.80952380952381,0.921052631578947,NA,NA,70,4,6,17,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.902424242424242,0.857142857142857,0.947368421052632,0.818181818181818,0.96,NA,NA,72,4,3,18,NA,NA,NA,NA,NA,NA,NA,NA
"146",0.935555555555556,0.875,0.945205479452055,0.84,0.958333333333333,NA,NA,69,4,3,21,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.927272727272727,0.782608695652174,0.945945945945946,0.818181818181818,0.933333333333333,NA,NA,70,4,5,18,NA,NA,NA,NA,NA,NA,NA,NA
"148",0.910294117647059,0.789473684210526,0.974358974358974,0.882352941176471,0.95,NA,NA,76,2,4,15,NA,NA,NA,NA,NA,NA,NA,NA
"149",0.899264705882353,0.722222222222222,0.949367088607595,0.764705882352941,0.9375,NA,NA,75,4,5,13,NA,NA,NA,NA,NA,NA,NA,NA
"150",0.97012987012987,0.791666666666667,0.986301369863014,0.95,0.935064935064935,NA,NA,72,1,5,19,NA,NA,NA,NA,NA,NA,NA,NA
"151",0.940068493150685,0.8,0.944444444444445,0.833333333333333,0.931506849315068,NA,NA,68,4,5,20,NA,NA,NA,NA,NA,NA,NA,NA
"152",0.959393939393939,0.947368421052632,0.948717948717949,0.818181818181818,0.986666666666667,NA,NA,74,4,1,18,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.923558897243108,0.769230769230769,0.985915492957746,0.952380952380952,0.921052631578947,NA,NA,70,1,6,20,NA,NA,NA,NA,NA,NA,NA,NA
"154",0.911529680365296,0.769230769230769,0.943661971830986,0.833333333333333,0.917808219178082,NA,NA,67,4,6,20,NA,NA,NA,NA,NA,NA,NA,NA
"155",0.90296803652968,0.833333333333333,0.945205479452055,0.833333333333333,0.945205479452055,NA,NA,69,4,4,20,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.853700516351118,0.642857142857143,0.939759036144578,0.642857142857143,0.939759036144578,NA,NA,78,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA
"157",0.959558823529412,0.882352941176471,0.975,0.882352941176471,0.975,NA,NA,78,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA
"158",0.913636363636363,0.761904761904762,0.947368421052632,0.8,0.935064935064935,NA,NA,72,4,5,16,NA,NA,NA,NA,NA,NA,NA,NA
"159",0.912337662337662,0.695652173913043,0.945945945945946,0.8,0.909090909090909,NA,NA,70,4,7,16,NA,NA,NA,NA,NA,NA,NA,NA
"160",0.958536585365854,0.625,1,1,0.890243902439024,NA,NA,73,0,9,15,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.884703196347031,0.833333333333333,0.945205479452055,0.833333333333333,0.945205479452055,NA,NA,69,4,4,20,NA,NA,NA,NA,NA,NA,NA,NA
"162",0.926691729323309,0.772727272727273,0.946666666666667,0.80952380952381,0.934210526315789,NA,NA,71,4,5,17,NA,NA,NA,NA,NA,NA,NA,NA
"163",0.967479674796748,0.764705882352941,0.975,0.866666666666667,0.951219512195122,NA,NA,78,2,4,13,NA,NA,NA,NA,NA,NA,NA,NA
"164",0.914979757085021,0.727272727272727,0.96,0.842105263157895,0.923076923076923,NA,NA,72,3,6,16,NA,NA,NA,NA,NA,NA,NA,NA
"165",0.910931174089069,0.727272727272727,0.96,0.842105263157895,0.923076923076923,NA,NA,72,3,6,16,NA,NA,NA,NA,NA,NA,NA,NA
"166",0.904183535762485,0.789473684210526,0.948717948717949,0.789473684210526,0.948717948717949,NA,NA,74,4,4,15,NA,NA,NA,NA,NA,NA,NA,NA
"167",0.951233842538191,0.869565217391304,0.959459459459459,0.869565217391304,0.959459459459459,NA,NA,71,3,3,20,NA,NA,NA,NA,NA,NA,NA,NA
"168",0.933198380566802,0.681818181818182,0.946666666666667,0.789473684210526,0.91025641025641,NA,NA,71,4,7,15,NA,NA,NA,NA,NA,NA,NA,NA
"169",0.952883263009845,0.727272727272727,0.973333333333333,0.888888888888889,0.924050632911392,NA,NA,73,2,6,16,NA,NA,NA,NA,NA,NA,NA,NA
